Number	Opening_hours	Distance
2	Mo-Th 08:00-23:00; Fr 08:00-24:00; Sa 00:00-06:00,11:00-24:00; Su 00:00-06:00,11:00-23:00	0
2	Mo-Su 16:00-22:30	0
2	Mo-Fr 06:30-15:00	0
2	11:00-21:45	1
2	Mo-Sa 12:00-22:00; Su 12:00-21:00	0
2	Mo-Sa 11:00-21:00; Su 13:00-21:00	0
2	Mo-Sa 10:00-14:30	0
2	Mo-Su 15:00-23:00	0
2	Su,Mo-We 08:00-23:00;Th-Sa 08:00-02:00	0
2	Mo-Sa 07:00-22:00; Su 08:00-22:00	0
2	Mo-Th 08:00-24:00; Fr-Sa 08:00-01:00; Su 10:00-24:00	0
2	Mo-Su 10:30-21:30	0
2	Mo-Su 00:00-03:00,10:00-24:00	0
2	09:30-21:30	1
2	Tu	4
2	17:00-24:00	1
2	Mo-Fr 07:00-22:00; Sa 09:00-22:00; Su 10:00-22:00	0
2	12:30-16:00	1
2	Mo-Fr 10:00-22:00; Sa 11:00-22:00; Su 15:00-22:00	0
2	Mo-Su 07:30-22:00	0
2	6:00-25:00	4
2	08:00-22:30	1
2	Mo-Sa 10:00-22:00; Su 10:00-20:00	0
2	Mo-Th 11:00-22:00; Fr-Su 11:00-23:00	0
2	Mo-Su 08:00-00:00	0
2	Mo-Su 06:30-00:30	0
2	Mo-Th 11:00-21:00;Fr-Sa 11:00-22:00	0
2	Mo-Th 11:00-23:00; Fr-Su 11:00-24:00	0
2	Mo-Fr 11:30-20:00; Sa 11:30-18:00	0
2	Mo-Fr 09:00-23:00; Sa,Su,PH 10:00-23:00	0
2	Mo-Su 09:30-21:00	0
2	We-Su 17:00-22:00	0
2	Mo-Su 18:00-23:30	0
2	07:30-22:00	1
2	Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00	0
2	Mo-Th 08:00-23:00; Fr 08:00-24:00; Sa 00:00-01:00,08:00-24:00; Su 00:00-01:00,08:00-23:00	0
2	Mo-Sa 10:30-22:00;Su 10:30-21:00	0
2	Mo-Su,PH 09:00-23:00	0
2	Mo-Sa 10:00-24:00; Su 12:00-23:00	0
2	Mo-Sa 11:00-22:00;Su 11:00-21:00	0
2	Mo-Fr 11:00-19:00; Sa 11:00-15:00; Su, PH 00:00-00:00	0
2	Mo-Fr 10:30-19:00; Sa 10:30-16:00	0
2	Tu-Su 11:00-22:00; Mo 00:00-00:00	0
2	Mo-Fr 09:00-22:00; Sa-Su 09:00-21:00	0
2	Mo-Sa 11:30-14:00	0
2	Mo-Fr 08:00-22:00	0
2	Mo-Sa 07:00-23:00; Su 07:00-22:00	0
2	Mo-Fr 10:00-21:00; Sa 11:00-21:00	0
2	11:30-21:00	1
2	Mo-Sa 10:00-20:00; Su 00:00-00:00	0
2	Mo-Su 21:00-05:00	0
2	Mo-Sa 09:00-22:00; Su 10:00-22:00	0
2	Mo-Fr 09:00-18:30	0
2	Mo-Sa 10:30-22:00;Su 12:00-22:00	0
2	Mo-Th 11:00-22:00; Fr,Sa 11:00-24:00; Su 12:00-22:00	0
2	Mo-Su 08:00-24:00; Fr,Sa 00:00-02:00,08:00-24:00	0
2	Mo-Sa 08:00-22:00; Su 10:00-22:00	0
2	Tu-Sa 11:00-20:00	0
2	Mo-Th 10:30-22:00; Fr-Sa 10:30-23:00; Su 10:30-22:00	0
2	Mo-Fr 09:00-24:00; Sa,Su 00:00-01:00,09:00-24:00	0
2	07:00-21:00	1
2	Mo-Sa 10:00-22:00; Su,PH 11:00-22:00	0
2	Mo-Su 11:00-22:00;	0
2	Mo-Sa 08:00-23:00; Su 09:00-23:00	0
2	8:00-19:00	1
2	Mo-Sa 11:00-22:00;Su 11:00-20:00	0
2	Mo-Sa 09:00-22:00; Su 11:00-22:00	0
2	Mo-Fr 00:00-01:00,06:00-24:00; Sa,Su 00:00-24:00	0
2	10:00-22:00	1
2	08:00-17:00	1
2	Mo-Su 10:30-14:30,17:30-22:30	0
2	Mo-Th 10:30-21:00; Fr-Sa 10:30-22:00; Su 10:30-21:00	0
2	Mo-Su 08:00-23:00,08:00-00:00	0
2	14:00-22:00	1
2	Mo-Su 15:00-21:00	0
2	17:00-22:00	1
2	Mo-Th 10:00-24:00; Fr-Sa 10:00-01:00; Su 10:00-24:00	0
2	Mo-Fr 08:00-22:00; Sa-Su 11:00-22:00	0
2	Mo-Fr 10:00-00:00; Sa,Su,PH 09:00-00:00	0
2	Mo-Th 11:00-23:00;Fr-Sa 11:00-02:00;Su 11:00-23:00	0
2	Mo-Fr 11:00-18:30	0
2	Mo-Sa 08:00-22:00	0
2	Su-Th 11:30-22:00; Fr-Sa 11:30-23:00	0
2	Mo-Fr 00:00-01:00,09:00-24:00; Sa,Su 00:00-03:00,09:00-24:00	0
2	Mo-Tu 11:00-20:00; We 11:00-20:30; Th-Sa 11:00-21:00; Su 12:00-20:30	0
2	Mo-Su 07:30-00:00	0
2	Su-Th: 11:00-10:00, Fr-Sa 11:00-04:00	0
2	Su,Mo-We 08:00-23:00; Th-Sa 08:00-24:00	0
2	Mo-Fr 10:30-15:00	0
2	Mo-Sa 12:00-20:00; Su 00:00-00:00	0
2	Mo-Th 10:00-22:00; Fr-Sa 10:00-24:00; Su 10:00-22:00	0
2	Mo-We 07:00-01:00; Th 07:00-02:00; Fr-Sa 07:00-04:00; Su 08:00-01:00	0
2	Todos los dÃƒÂ­as de 7:00 a:m a 10:00 p:m:	4
2	Mo-Fr 08:00-24:00; Sa,Su 00:00-24:00	0
2	Mo-Fr 11:00-21:00; Sa-Su 16:00-21:00	0
2	Mo-Fr 07:00-19:00; Sa 10:00-16:00	0
2	Mo-Fr 06:00-22:00; Sa-Su 08:00-22:00	0
2	06:00-21:00	1
2	06:30-22:00	1
2	May-Oct	4
2	Mo-Fr 09:00-23:00; Sa-Su 10:00-23:00	0
2	Mo-Sa 12:00-22:00; Sa 12:00-20:00	0
2	Mo-Sa 11:30-22:00; Su 13:00-22:00	0
2	Mo-Sa 06:00-24:00; Su 09:00-22:00	0
2	Mo-Su 12:00-21:30	0
2	09:00-24:00	1
2	Mo-Th 10:00-23:00; Fr-Su 10:00-24:00	0
2	Su-Th 11:00-23:00;Fr-Sa 11:00-02:00	0
2	6-24	3
2	Su-Th 10:00-01:00; Fr-Sa 10:00-05:00	0
2	Mo-Sa 09:00-22:00; Su 11:00-21:00	0
2	Tu-Su 18:00-23:00	0
2	Mo-Sa 09:00-23:00	0
2	Sa-Su 11:00-23:00	0
2	Mo-Fr 11:00-20:00; Sa 11:00-16:00	0
2	Mo-Th 10:00-23:00; Fr-Sa 10:00-24:00; Su 10:00-23:00	0
2	Mo-Fr 07:00-22:30; Sa 08:00-22:30; Su 09:00-22:30	0
2	Mo-Th 09:00-22:00; Fr-Sa 09:00-23:00; Su 11:00-22:00; PH 11:00-22:00	0
2	Mo-Th 11:00-02:00; Fr-Sa 11:00-03:00; Su 11:00-02:00	0
2	Su-Th 08:00-24:00; Fr-Sa 08:00-03:00	0
2	Mo-Th 11:00-22:00;Fr-Sa 11:00-23:00;Su 12:00-22:00	0
2	Mo-Su 11:00-15:00	0
2	Mo-Fr 10:00-19:00; Sa 10:00-18:00	0
2	Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 11:00-23:00	0
2	10:00-02:00	1
2	Sa 00:00-00:00	0
2	Mo-Sa 10:00-23:00;Su 12:00-23:00	0
2	08:00-10:00	1
2	06:00-01:00	1
2	Mo-Sa 09:00-21:00; Su 10:00-21:00	0
2	We-Su	2
2	Mo-Fr 11:00-22:00; Su 15:00-22:00	0
2	Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 12:00-23:00	0
2	Mo-Fr 11:00-22:00; Sa 11:00-23:00; Su 12:00-22:00	0
2	Mo-Fr 10:00-23:00; Sa-Su 12:00-23:00	0
2	Mo-Fr 06:30-14:00	0
2	Mo-Fr 11:00-14:00,17:00-23:00; Sa 17:00-23:00; Su 11:00-23:00	0
2	Mo-Fr 08:00-19:00	0
2	Mo-Fr 10:00-21:00; Sa-Su 10:00-20:00	0
2	11:00-24:00,00:00-01:00	1
2	Mo-Fr 10:30-19:00	0
2	Su-Sa	2
2	Mo-Sa 18:00-21:30	0
2	Mo-Su 11:00-26:00	2
2	Mo-Sa 10:00-22:00; Su 16:00-22:00	0
2	Mo-Sa 11:00-21:30; Su 13:00-21:30	0
2	Lu-Je 11:00-21:00, Ve-Se 11:00-22:00, Di 12:00-21:00	4
2	Mo-Sa 10:00-23:00; Su 11:00-22:00	0
2	Mo-Fr 11:00-22:00; Sa-Su, PH 12:00-22:00	0
2	Mo-Th 09:30-21:30; Fr-Sa 09:30-22:00; Su 09:30-21:00	0
2	Mo-Sa 10:00-17:00	0
2	09:00-17:00	1
2	Mo-Fr 11:00-22:00; Sa 12:00-22:00	0
2	Mo-Sa 08:00-15:00	0
2	Mo-Th 11:00-02:00; Fr-Sa 11:00-05:00; Su 11:00-02:00	0
2	18:00-22:00	1
2	Mo-Su 00:00-05:00,11:00-24:00	0
2	Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 09:00-21:00	0
2	Mo-Su 00:00-01:00,11:00-24:00	0
2	Mo-Su 8:00-22:00	2
2	5:00-1:00	1
2	Mo-Fr 11:00-14:30	0
2	Mo-Su 11:00-15:00,17:00-22:30	0
2	Mo-Su 07:30-24:00	0
2	Mo-Fr 11:00-23:00; Sa-Su 13:00-23:00	0
2	Mo-Fr 11:00-20:00;Sa-Su 00:00-00:00	0
2	Mo-Sa 6:00-24:00; Su 7:00-24:00	2
2	Mo-Fr 09:00-18:00; Sa 09:00-17:00	0
2	Mo-Fr 07:30-19:00; Sa,Su 09:00-18:00	0
2	Mo-Sa 10:00-20:00; Su 12:00-20:00; Jan 1,Apr 19,May 1,Jun 24,Jul 5,Jul 24,Oct 12,Dec 24,Dec 25,Dec 31 12:00-20:00	0
2	Mo-Fr 09:00-21:00; Sa 09:00-21:00; Su 09:00-19:00	0
2	Mo-Sa 09:00-21:00; Su 09:00-19:00	0
2	Mo-Su 05:00-00:00	0
2	Mo-Fr 07:00-23:00; Sa-Su 09:00-23:00	0
2	Mo-Sa 10:00-24:00; Su 12:00-24:00	0
2	Mo-Su 08:30-22:30	0
2	Mo-Fr 06:30-17:00	0
2	Mo-Fr 09:00-24:00; Sa 00:00-01:00,09:00-24:00; Su 00:00-01:00,10:00-24:00	0
2	Mo-Th 08:00-24:00; Fr-Sa 08:00-02:00; Su 09:00-24:00	0
2	Mo-Fr 09:30-18:00	0
2	Mo-Fr 08:30-23:00	0
2	Mo-Fr 11:00-23:00; Sa-Su, PH 12:00-23:00	0
2	Su-Th 11:00-23:00;Fr-Sa 11:00-24:00	0
2	Mo-Su 08:30-20:00	0
2	Mo-Sa 11:00-21:00;Su 11:00-20:00	0
2	Su-Th 10:30-22:00;Fr-Sa 10:30-23:00	0
2	Mo-Fr 11:00-20:00; Sa 12:00-20:00	0
2	Mo-Su 14:00-24:00	0
2	10:00-23:59	1
2	Mo-Fr 07:00-23:00; Sa 08:00-23:00; Su 09:00-23:00	0
2	Mo-Sa 11:00-22:00; Su,PH 13:00-22:00	0
2	Su-Sa 1030-2200	2
2	Mo-Sa 10:00-04:00	0
2	Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 15:00-24:00; Su 15:00-23:00	0
2	Mo-Su 10:00-16:00	0
2	Mo-Fr 10:00-24:00; Sa,Su 00:00-02:00,10:00-24:00	0
2	Mo-Sa 11:30-19:00	0
2	Mo-Sa 11:00-23:30; Su 12:00-23:00	0
2	Mo-Su 10:30-22:00; Fr,Sa 10:30-23:00	0
2	Mo-Sa 08:00-24:00; Su 09:00-24:00	0
2	11-10 M-F	3
2	05:00-26:00	4
2	Mo-Sa 10:00-22:00; Su 15:00-22:00	0
2	11-10	3
2	05:00-25:00	4
2	seasonal	4
2	Mo-Fr 08:00-21:00; Sa,Su 09:00-20:00	0
2	0-24	3
2	0:00-24:00	1
2	11-22	3
2	Mo-Su 6:00-23:00	2
2	10-9	3
2	Sa,Su 10:00-18:00	0
2	Mo-Fr 11:30-19:00; Sa 11:30-18:00	0
2	6:00 -11:00 	4
2	Mo-Th 11:00-24:00, Fr 11:00-05:00, Sa 12:00-05:00, Su 12:00-24:00	0
2	Mo-Fr 07:00-22:00;Sa-Su 08:00-22:00	0
2	Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00	0
2	Su-Th 11:00-21:00, Fr-Sa 11:00-22:00	0
2	Mo-Sa 11:00-23:00; Su,PH 12:00-22:00	0
2	Mo-Sa 09:00-24:00; Su 10:00-23:00	0
2	Mo-Fr 11:00-20:00; Sa-Su 12:00-20:00	0
2	Mo-Th 11:00-21:00; Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-21:00	0
2	18:00-23:00	1
2	Mo-Fr 11:30-21:00	0
2	Mo-Sa 11:00-21:00; Su 11:00-20:00	0
2	Mo-Sa 17:00-22:00	0
2	Mo-Su 11:00-23:59	0
2	Mo-Su 07:00-20:00	0
2	Nov-Apr: 16:00-21:00 	4
2	Mo-Su 11:00-22:00	0
2	Mo-Sa 09:00-20:00;PH 00:00-00:00	0
2	Mo-Sa 09:00-23:00; Su,PH 12:00-22:00	0
2	09:00-22:30	1
2	Su-Th 10:30-21:00, Fr-Sa 10:30-22:00	0
2	Mo- Su 17:00-00:00	0
2	11:00-21:00	1
2	Mo-Sa 12:00-24:00, Su 14:00-24:00	0
2	9:00-18:00	1
2	Mo-Sa 09:00-22:00; Su 14:00-22:00	0
2	Mo-Sa 10:00-22:00; Su 11:30-22:00	0
2	Mo-Fr 11:00-21:00; Sa,Su 12:00-21:00	0
2	Mo-Fr 10:00-21:00	0
2	Mo-Sa 10:00-22:00;Su 12:00-20:00	0
2	Mo-Fr 11:30-15:30	0
2	Mo-Fr 08:00-20:00; Sa 08:00-18:00	0
2	10-21	3
2	Mo-Fr 10:00-22:00; Sa,Su 11:00-23:00	0
2	Mo-Sa 09:00-24:00	0
2	9:00-20:00	1
2	Mo-Su 6:00-24:00	2
2	12:00-01:00	1
2	We-Su 10:00-18:00	0
2	Mo-Th 07:00-16:00; Fr 07:00-15:00	0
2	Mo-Th 10:00-24:00; Fr-Sa 10:00-01:00	0
2	Th-Su 11:00-21:00	0
2	Mo-Sa 07:00-22:00	0
2	Mo-Sa 11:30-23:00; Su 12:30-22:00	0
2	Mo-Sa 12:00-21:00; Su 17:00-21:00	0
2	Mo-Sa 12:00-22:00; Su 17:00-22:00	0
2	Mo-Fr 10:00-17:00; Sa 11:00-15:00	0
2	Mo-Su: 5:00 -10:00 	2
2	Mo-Fr 11:00-20:30;Sa-Su 12:00-20:30	0
2	Mo-Fr 07:00-18:00; Sa 07:00-11:00	0
2	Th-Su	2
2	06:30-24:00	1
2	Mo-Fr 06:00-20:00; Sa 06:00-19:00; Su 09:00-19:00	0
2	Mo-Sa 07:00-21:00	0
2	Mo-Su 11:00-0:00	2
2	Mo-Fr 17:00-23:00	0
2	Mo-Sa 09:00-20:00; Su 12:00-20:00	0
2	11:00-14:00,17:00-23:00	1
2	Mo-Su 11:00-14:00,18:00-23:00	0
2	Apr 1-Sep 30: 00:00-00:00	4
2	Mo-Su 10:00-20:30	0
2	Mo-Fr 07:30-17:30	0
2	Mo-Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-21:00	0
2	08:00-00:00	1
2	Mo-Su 09:30-21:30	0
2	Mo-Su 11:00-21:00; Tu 00:00-00:00	0
2	Mo-Sa 10:00-21:00; Su 00:00-00:00	0
2	Mo-Sa 11:00-22:00; Su,PH 14:00-22:00	0
2	Mo-Su 08:00-17:00	0
2	Mo-Fr 08:00-23:00	0
2	Mo-Su 08:30-22:00	0
2	Mo-Fr 09:00-19:00; Sa 09:00-14:00	0
2	Mo-Th 07:00-01:00, Fr-Sa 07:00-03:00, Su 08:00-01:00	0
2	Mo-Su 09:30-23:30	0
2	Mo-Fr 11:00-23:00; Sa-Su 14:00-23:00	0
2	Fr-We 11:00-22:00	0
2	6:30-24:00	1
2	18:00-00:00	1
2	7:30-19:00	1
2	Su-Th 11:00-21:00;Fr-Sa 11:00-22:00	0
2	Mo-Su 10:00-21:00; Fr,Sa 10:00-23:00	0
2	Mo-Sa 16:00-23:00; Su 16:00-22:00	0
2	Mo-Th 10:30-21:00; Fr-Sa 10:30-22:00; Su 11:00-21:00	0
2	Mo-Sa 10:00-23:00	0
2	Mo-Sa 09:30-22:00	0
2	Mo-Fr 10:30-23:00; Sa 11:00-23:00; Su 11:00-22:00	0
2	Mo-Fr 07:00-23:00; Sa 09:00-23:00; Su 09:00-22:00	0
2	Tu-Sa 11:00-19:00	0
2	Su-Fr 11:30-22:00	0
2	Mo-Fr 00:00-03:00,09:00-24:00; Sa,Su 00:00-06:00,09:00-24:00	0
2	Mo-Fr 08:30-15:00	0
2	Mo-Sa 10:00-21:00;Su 09:00-20:00	0
2	Mo-Fr 10:30-22:00; Sa 11:00-22:00; Su 12:00-22:00	0
2	7:00-0:00	1
2	Tu-Su 12:00-21:00	0
2	Sa-Su 08:00-23:00	0
2	Mo-Su 09:00-02:00	0
2	07:00-20:00	1
2	Mo-Fr 09:00-20:00	0
2	Mo-Su 00:00-04:00,11:00-24:00	0
2	Mo-Su 9:00-22:00	2
2	00:00-24:00 open 	1
2	Mo-Sa 11:00-22:00; Su 12:00-20:00	0
2	12:00-00:00	1
2	Mo-Sa 11:00-22:00; Su,PH 17:00-22:00	0
2	Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 10:00-20:00	0
2	Mo-Su 13:00-23:00	0
2	11:30-23:00	1
2	Mo-Fr 11:30-22:00; Sa 12:00-22:00; Su 16:00-22:00	0
2	Mo-Fr 11:00-22:00; Sa 17:00-22:00; Su 13:00-22:00	0
2	7-10	3
2	Mo-Su 05:00-01:00	0
2	Mo-Sa 09:30-21:00; Su 10:00-20:00	0
2	Mo-Su 17:00-24:00	0
2	Mo-Fr 09:30-22:00; Sa,Su 10:00-22:00	0
2	04:00-24:00	1
2	Mo-Sa 12:00-23:00; Su 13:00-23:00	0
2	Mo-Fr 00:00-01:00,08:00-24:00; Sa,Su 00:00-04:00,08:00-24:00	0
2	Mo-Fr 09:00-18:30; Sa 09:00-17:00	0
2	08:00-15:00	1
2	24/24	4
2	00:00-00:00	1
2	Mo-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:30-22:00	0
2	Mo-Su 11:00-22:45	0
2	10:30-18:00	1
2	07:00-23:30	1
2	opening_hours=Mo-Sa 11:00-20:00	0
2	Mo-Su 12:00-23:59	0
2	11:00  to 11:00 	4
2	08:00-18:00	1
2	Mo-Fr 10:30-21:00	0
2	16:00-23:00	1
2	Su-Sa 1100-2200	2
2	16:00-21:30	1
2	11-11	3
2	Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 12:00-23:00; Su 12:00-22:00	0
2	Mo-Sa 06:00-00:00; Su 07:00-00:00	0
2	10-11	3
2	Seg-Sex 08:00-17:00;Sab 08:00-12:00	4
2	Mo-Fr 07:00-24:00; Sa 08:00-24:00; Su 09:00-24:00	0
2	Mo-Sa 11:00-23:00; Su 16:00-23:00	0
2	Mo-Fr 09:30-19:00; Sa 09:30-18:00	0
2	Mo-Sa 11:00-20:00;Su 11:30-18:30	0
2	Mo-Su 11:30-14:30,17:00-23:00	0
2	04:00-23:00	1
2	Mo-Fr 10:30-21:00; Sa-Su 11:00-21:00	0
2	Mo-Sa 11:00-21:00; Su 12:00-20:00	0
2	Mo-Th 10:00-21:00; Fr-Sa 10:00-23:00	0
2	Mo-Sa 11:00-21:00; Su 12:00-19:00	0
2	Mo-Th 07:00-21:00; Fr-Sa 07:00-22:00; Su 09:00-20:00	0
2	Tu-Su 11:00-20:00	0
2	Su-Th 11:30-23:00; Fr-Sa 11:30-24:00	0
2	Mo-Fr 10:30-20:00;Sa 11:30-20:00;Su 00:00-00:00	0
2	Mo-Th 07:00-24:00; Fr-Sa 07:00-01:00; Su 09:00-24:00	0
2	11:00-12:00	1
2	09:00-14:30	1
2	Mo-Fr 07:30-18:00; Sa 07:30-13:00	0
2	Mo-Sa 11:30-22:00; Su,PH 12:00-22:00	0
2	Mo-Su 11:30-01:00	0
2		4
2	Mo-Sa 10:00-21:00;Su 11:00-20:00	0
2	Mo-Su 06:00-20:00	0
2	17:00-23:30	1
2	Mo-Fr 11:00-19:00; Sa 11:00-17:00	0
2	11:00-23:59	1
2	Mo-Su 00:00-00:30, 06:30-24:00	0
2	Mo-Fr 10:00-19:00; Sa 10:00-17:00	0
2	Tu-Su 17:00-21:00	0
2	Mo-Su 00:00-03:00,07:00-24:00	0
2	Tu-Sa 11:00-22:00; Su 13:00-22:00	0
2	Mo-Fr 11:30-23:00; Sa-Su 12:30-23:00	0
2	3:30-2:30	1
2	Mo-Su 00:00-05:00, 06:00-24:00	0
2	Mo-Sa 09:00-23:00; Su 11:00-23:00	0
2	Su-Th 10:00-22:00, Fr-Sa 10:00-23:00	0
2	Su-Th 10:30-24:00; Fr-Sa 10:30-01:00	0
2	Mo-Fr 11:30-15:00,17:30-22:00; Sa-Su 15:00-22:00	0
2	Tu-Th 11:00-01:00; Fr,Sa 11:00-02:00; Su 12:00-00:00	0
2	11-10	3
2	8-23	3
2	Mo-Fr 11:00-22:00; Sa-Su 14:00-22:00	0
2	Mo-Su 12:00-23:30	0
2	We 11:00-19:00	0
2	Mo-Fr 11:00-22:00; Su 12:00-22:00	0
2	Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-23:00	0
2	Mo-Su 12:00-20:00	0
2	Mo-Fr 10:00-20:00; Sa 12:00-20:00	0
2	Mo-Su 17:30-22:00	0
2	Mo-Fr 10:30-23:00; Sa-Su 11:00-23:00	0
2	Mo-Fr 14:00-22:00; Sa-Su 12:00-22:00	0
2	07:00-18:00	1
2	Apr-Oct	4
2	Mo-Fr 07:30-16:00	0
2	Mo-Sa 10:00-21:00; Su,PH 11:00-21:00	0
2	Mo-Fr 10:00-20:00;Sa-Su 12:00-18:00	0
2	Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 12:00-21:00	0
2	Mo-Su 11:00-14:00,17:00-23:00	0
2	07:00-02:00	1
2	Mo-Fr 06:00-19:00	0
2	11:00-03:00	1
2	Mo-Su 06:00-20:30	0
2	Mo-Fr 09:00-22:00; Sa,Su 10:00-22:00	0
2	Mo-Sa 11:30-20:00	0
2	Mo-Sa 09:00-23:00; Su 10:00-23:00	0
2	Mo-Fr 11:30-15:00	0
2	Mo-Th 07:00-01:00; Fr-Sa 07:00-04:00; Su 08:00-01:00	0
2	Mo-Fr 10:30-20:00; Sa 11:00-18:00; Su 12:00-18:00	0
2	Mo-Su 09:00-23:00; Fr,Sa 09:00-24:00	0
2	Su	4
2	05:00-01:00	1
2	Su-Th 09:00-24:00; Fr-Sa 09:00-01:00	0
2	Su-We 11:00-22:00; Th-Sa 11:00-04:00	0
2	Mo-Sa 11:00-23:00; Su 11:00-22:00	0
2	Su-Th 09:00-01:00; Fr-Sa 09:00-04:00	0
2	06:00-22:30	1
2	Mo-Fr 07:00-22:00; Sa-Su 10:00-22:00	0
2	Mo-Fr 07:00-24:00; Sa 00:00-01:00,07:00-24:00; Su 00:00-01:00,09:00-24:00	0
2	Mo-Su 05:30-23:00	0
2	Th 11:00-19:00	0
2	Mo-Th 09:00-23:00; Fr,Sa 09:00-24:00; Su 10:00-23:00	0
2	Su-Th 06:00-23:00;Fr-Sa 06:00-00:00	0
2	Mo-Fr 11:00-19:00; Sa 11:00-18:00	0
2	07:00	4
2	Mo-Su 06:00-00:00	0
2	Mo-Fr 11:00-22:00; Sa-Su 11:00-23:00	0
2	Mo-Sa 11:00-23:00; Su,PH 12:00-23:00	0
2	Mo-Fr 09:30-23:00; Su 11:00-23:00	0
2	Mo-Th 08:00-24:00; Fr, Sa 08:00-03:00; Su 09:00-24:00	0
2	Mo-Su 7:00-23:00	2
2	Mo-Su 17:30-23:00	0
2	Mo-Th 09:00-22:00; Fr-Sa 09:00-23:00; Su 10:00-22:00	0
2	evenings	4
2	Mo-Su 11:00-00:30	0
2	Tu-Su 10:00-20:00	0
2	Mo 09:00-01:00; Tu 09:00-01:00; We 09:00-01:00; Th 09:00-01:00; Fr 09:00-03:00; Sa 09:00-03:00; Su 10:00-01:00	0
2	Mo-Fr 09:00-21:00; Sa 10:00-21:00; Su 11:00-20:30	0
2	Mo-Fr 10:30-15:30	0
2	Mo-Th 07:00-24:00; Fr 07:00-07:00; Sa 08:00-07:00; Su 10:00-24:00	0
2	Mo-Th 09:00-00:00; Fr-Sa 09:00-02:00; Su 09:00-00:00	0
2	Mo-We 09:00-18:00; Th 09:00-20:00; Fr-Sa 09:00-19:00; Su 11:00-17:00; PH 10:00-18:00	0
2	Mo-Th 07:00-03:00; Fr-Sa 07:00-05:00; Su 08:00-03:00	0
2	Mo-Th 07:00-01:00; Fr,Sa 07:00-03:00; Su 09:00-01:00	0
2	Mo-Fr 13:00-17:00; Sa,Su 10:00-17:00	0
2	Su-Th 07:00-01:00;Fr-Sa 07:00-03:00	0
2	Mo-Su 08:00-04:00	0
2	16:00-23:00	1
2	Su-Th 11:00-01:30; Fr-Sa 11:00-06:00	0
2	Mo-Su 10:00-23:59	0
2	Mo-Fr 09:00-23:00; Sa-Su 10:00-22:00	0
2	Lu-Je 11:00-14:00; Ve 11:00-14:00, 18:30-21:30; Sa-Di 18:30-21:30	4
2	Mo-Th 09:00-01:00; Fr-Sa 09:00-02:00; Su 10:00-01:00	0
2	Mo-Su,PH 09:00-22:00	0
2	Su-Th 08:00-00:00; Fr-Sa 08:00-02:00	0
2	Su-Th 08:00-24:00; Fr-Sa 08:00-02:00	0
2	Mo-Su 06:15-21:30	0
2	Mo-Fr 05:00-15:00	0
2	Mo-Th 07:00-02:00; Fr-Sa 07:00-05:00; Su 08:00-02:00	0
2	Mo-Su 07:00-06:00	0
2	Mo-Sa; Su 00:00-00:00	0
2	Mo-Th 10:00-24:00; Fr-Sa 10:00-02:00; Su 10:00-24:00	0
2	Mo-Su 08:00-22:30	0
2	Mo-Fr 08:00-24:00; Sa,Su 00:00-01:00,08:00-24:00	0
2	Mo-Fr 06:00-23:00;Sa-Su 06:00-25:00	0
2	5:00-00:00	1
2	06:00-23:00 open 	1
2	Mo-Fr 00:00-01:00,08:00-24:00; Sa 00:00-04:00,08:00-24:00; Su 00:00-04:00,09:00-24:00	0
2	Mo-Th 07:00-01:00; Fr-Sa 07:00-04:00; Su 09:00-01:00	0
2	Mo-Fr 11:00-24:00; Sa,Su 00:00-01:00,11:00-24:00	0
2	04:00-21:00	1
2	Mo-Sa 11:00-22:00;Su 11:00-21:30	0
2	09:00-04:00	1
2	Mo-Sa 11:30-22:00	0
2	Mo-Th 07:00-01:00; Fr,Sa 07:00-05:00; Su 08:00-01:00	0
2	Mo-Sa 6:30-22:00	2
2	Mo-Fr 08:30-20:00;Sa 09:00-13:00	0
2	Mo-Sa 07:00-19:00	0
2	Mo-Sa 09:30-20:00; PH 00:00-00:00	0
2	Mo-Fr 07:00-19:00; Sa-Su 08:00-20:00; PH 00:00-00:00	0
2	12:00-23:30	1
2	Mo-Su 05:00-05:00	0
2	06:30-10:00	1
2	Fr-Sa 10:30-01:00, Su-Th 10:30-00:00	0
1	Mo-Su,PH 11:30-23:00	0
1	Mo-Su 11:30-14:00, 17:30-23:00	0
1	Su-Th 09:00-21:30; Fr-Sa 09:00-20:00	0
1	Mo-Th 12:00-22:00; Fr-Sa 12:00-24:00; Su 00:00-00:00	0
1	Mo-Th 09:00-21:00; Fr,Sa 09:00-22:00; Su 11:00-20:00	0
1	Mo-Fr 16:00-23:00, Sa-Su 14:00-23:00	0
